time,open,high,low,close,high_pct,low_pct,close_pct,target
2017-02-13 00:00:00,11726.0,11739.1,11722.1,11733.6,,,,0
2017-02-13 12:00:00,11733.1,11813.3,11732.1,11778.3,0.0067924592622894,-0.00012783800368173451,0.003809572509715595,0
2017-02-14 00:00:00,11766.98,11785.96,11754.22,11782.46,0.0006503485222824903,-0.00204443765229277,0.00035319188677481936,0
2017-02-14 12:00:00,11782.71,11804.39,11751.92,11796.89,0.001861241200903741,-0.0025919884302598147,0.0012247018025098573,0
2017-02-15 00:00:00,11811.82,11849.31,11789.8,11795.8,0.004443544018804963,-0.0006010058583236892,-9.239723350816576e-05,0
2017-02-15 12:00:00,11795.3,11807.26,11722.77,11793.73,0.0009715322402889966,-0.006191186693568799,-0.0001754861899998058,0
2017-02-16 00:00:00,11785.16,11814.65,11753.15,11771.39,0.0017738238877776644,-0.0034408113463679367,-0.0018942268476555039,0
2017-02-16 12:00:00,11771.14,11779.14,11727.6,11774.57,0.0006583759437075826,-0.003720036461284441,0.0002701465162568134,0
2017-02-17 00:00:00,11752.5,11774.5,11691.98,11710.73,-5.945015401811613e-06,-0.007014268886252334,-0.005421854046474746,0
2017-02-17 12:00:00,11710.98,11798.91,11695.96,11789.41,0.007529846559522787,-0.0012612364899541222,0.006718624714257804,0
2017-02-20 00:00:00,11821.72,11859.22,11810.71,11822.71,0.005921415914791282,0.001806706188011043,0.0028245688291440602,0
2017-02-20 12:00:00,11822.71,11835.19,11802.95,11824.17,0.0010555955445072562,-0.0016713596121361684,0.00012349114543120366,0
2017-02-21 00:00:00,11824.89,11889.13,11796.64,11883.13,0.005493831702351973,-0.0023282818159752992,0.0049863965081692095,0
2017-02-21 12:00:00,11882.63,11996.59,11879.62,11992.59,0.00954798946068931,-0.0002953767231359414,0.009211377810391786,0
2017-02-22 00:00:00,11986.06,12030.55,11969.04,11981.54,0.0031652878986106526,-0.0019637125925258242,-0.0009214022992530614,0
2017-02-22 12:00:00,11981.54,12018.28,11966.03,12001.76,0.003066383787059074,-0.001294491359207599,0.0016875960853111824,0
2017-02-23 00:00:00,12000.47,12015.71,11982.97,11990.21,0.0011623295250029087,-0.001565603711455726,-0.0009623588540348325,0
2017-02-23 12:00:00,11989.96,11999.96,11925.94,11951.42,0.0008131634058119083,-0.005360206368362074,-0.00323513933450699,0
2017-02-24 00:00:00,11924.39,11936.13,11823.38,11838.88,-0.0012793458852588958,-0.010713371298138704,-0.009416454279073188,0
2017-02-24 12:00:00,11838.38,11840.34,11719.86,11837.34,0.00012332247645055494,-0.010053315854202308,-0.0001300798724202842,0
2017-02-27 00:00:00,11832.08,11863.57,11801.56,11807.06,0.0022158694436418625,-0.0030226385319675414,-0.002558007119842858,0
2017-02-27 12:00:00,11807.31,11855.27,11792.04,11853.51,0.004083150250782239,-0.0012721202399241316,0.003934086893773787,0
2017-02-28 00:00:00,11845.47,11848.71,11793.46,11804.2,-0.0004049433458951054,-0.005066009983540832,-0.004159949247100605,0
2017-02-28 12:00:00,11804.7,11853.43,11779.44,11828.4,0.004170549465444466,-0.002097558496128515,0.002050117754697388,0
