time,open,high,low,close,tick_volume,spread,real_volume
2017-02-13,11726.0,11813.3,11722.1,11778.3,24031,100,0
2017-02-14,11766.98,11804.39,11751.92,11796.89,32323,100,0
2017-02-15,11811.82,11849.31,11722.77,11793.73,35891,100,0
2017-02-16,11785.16,11814.65,11727.6,11774.57,36635,100,0
2017-02-17,11752.5,11798.91,11691.98,11789.41,40990,100,0
2017-02-20,11821.72,11859.22,11802.95,11824.17,18382,100,0
2017-02-21,11824.89,11996.59,11796.64,11992.59,32217,100,0
2017-02-22,11986.06,12030.55,11966.03,12001.76,37389,100,0
2017-02-23,12000.47,12015.71,11925.94,11951.42,32081,100,0
2017-02-24,11924.39,11936.13,11719.86,11837.34,45404,100,0
2017-02-27,11832.08,11863.57,11792.04,11853.51,34600,100,0
2017-02-28,11845.47,11853.43,11779.44,11828.4,32577,100,0
2017-03-01,11868.61,12100.3,11858.36,12072.29,40112,100,0
2017-03-02,12076.75,12089.75,12039.18,12047.18,31862,100,0
2017-03-03,12014.14,12056.62,11990.14,12014.57,36846,100,0
2017-03-06,11991.31,12000.29,11917.77,11979.24,30351,100,0
2017-03-07,11984.2,11989.18,11932.41,11955.13,28710,100,0
2017-03-08,11925.09,12018.08,11916.08,11942.52,38656,100,0
2017-03-09,11947.48,12024.94,11916.47,11984.91,39963,100,0
2017-03-10,12010.37,12066.1,11931.32,11960.8,41040,100,0
2017-03-13,11962.04,12016.48,11945.28,12006.72,27729,100,0
2017-03-14,12004.93,12009.43,11926.9,11990.36,35156,100,0
2017-03-15,11966.73,12063.17,11959.23,12059.43,32124,100,0
2017-03-16,12098.32,12178.08,12045.19,12078.26,32051,100,0
2017-03-17,12046.15,12117.96,12017.92,12079.1,32757,100,0
2017-03-20,12039.92,12082.03,12028.47,12046.62,24831,100,0
2017-03-21,12066.51,12111.85,11893.91,11908.21,49743,100,0
2017-03-22,11870.6,11948.28,11849.62,11932.29,46447,100,0
2017-03-23,11945.44,12046.07,11893.95,12013.63,45401,100,0
2017-03-24,12053.77,12098.45,12008.59,12075.97,42321,100,0
2017-03-27,11992.79,12034.98,11916.4,12028.24,48690,100,0
2017-03-28,12066.88,12187.82,12044.15,12178.83,38726,100,0
2017-03-29,12172.47,12238.49,12169.47,12206.16,38604,100,0
2017-03-30,12204.81,12259.44,12197.38,12256.5,31484,100,0
2017-03-31,12221.89,12340.31,12215.65,12318.59,33790,100,0
2017-04-03,12333.66,12386.17,12209.0,12285.06,43975,55,0
2017-04-04,12250.2,12301.89,12228.23,12297.93,43709,50,0
2017-04-05,12298.04,12298.07,12174.78,12179.59,54386,50,0
2017-04-06,12139.33,12245.43,12117.82,12222.58,58356,50,0
2017-04-07,12188.69,12255.41,12144.63,12227.91,55217,50,0
2017-04-10,12237.27,12274.14,12177.68,12188.44,45392,50,0
2017-04-11,12181.58,12222.23,12045.17,12180.17,61560,50,0
2017-04-12,12172.32,12243.01,12119.44,12138.99,60772,50,0
2017-04-13,12146.76,12154.87,12065.96,12085.51,53600,50,0
2017-04-18,12180.16,12181.17,11955.67,11995.18,64198,50,0
2017-04-19,12019.02,12041.21,11965.67,11973.15,47356,0,0
2017-04-20,11992.38,12062.16,11940.44,12041.17,50670,50,0
2017-04-21,12044.82,12091.77,12008.21,12077.05,54053,50,0
2017-04-24,12275.49,12481.3,12250.43,12465.17,56618,50,0
2017-04-25,12440.43,12497.4,12431.24,12477.03,40767,50,0
2017-04-26,12484.2,12487.24,12427.93,12431.95,41928,50,0
2017-04-27,12436.19,12472.88,12423.66,12441.47,40057,50,0
2017-04-28,12433.65,12455.71,12404.04,12431.38,37447,50,0
2017-05-02,12450.55,12529.11,12425.34,12521.39,30956,50,0
2017-05-03,12506.11,12536.34,12476.6,12530.33,33399,50,0
2017-05-04,12548.4,12655.59,12532.45,12643.02,42251,50,0
2017-05-05,12606.52,12833.07,12595.02,12817.63,44208,50,0
2017-05-08,12811.5,12818.5,12660.34,12704.93,143031,0,0
2017-05-09,12709.58,12786.59,12704.53,12747.25,32807,50,0
2017-05-10,12734.66,12780.87,12711.58,12768.84,30894,50,0
2017-05-11,12761.43,12773.11,12661.9,12737.13,38439,50,0
2017-05-12,12715.19,12785.2,12709.57,12782.09,32833,50,0
2017-05-15,12808.51,12838.56,12724.09,12807.04,35360,50,0
2017-05-16,12800.48,12840.09,12771.96,12806.3,36810,50,0
2017-05-17,12750.81,12788.27,12545.28,12548.13,60426,50,0
2017-05-18,12566.31,12642.32,12492.64,12612.17,78642,50,0
2017-05-19,12624.15,12656.15,12594.7,12627.75,46856,50,0
2017-05-22,12663.02,12686.46,12565.41,12625.94,40192,50,0
2017-05-23,12593.02,12702.82,12583.4,12666.65,48384,50,0
2017-05-24,12644.53,12661.57,12612.53,12645.17,34294,50,0
2017-05-25,12666.51,12709.69,12537.95,12617.55,44533,50,0
2017-05-26,12594.92,12610.48,12527.45,12598.93,41346,50,0
2017-05-29,12614.31,12646.92,12575.14,12625.41,18327,50,0
2017-05-30,12612.85,12649.7,12565.11,12588.69,44269,50,0
2017-05-31,12578.15,12710.43,12578.02,12632.5,61497,50,0
2017-06-01,12644.79,12698.39,12618.46,12694.29,47649,50,0
2017-06-02,12737.23,12880.75,12729.3,12843.1,60244,50,0
2017-06-06,12776.54,12793.07,12652.93,12663.37,53792,50,0
2017-06-07,12679.41,12746.83,12636.38,12693.18,53224,50,0
2017-06-08,12696.29,12742.56,12672.15,12728.1,50805,50,0
2017-06-09,12724.0,12821.47,12699.5,12771.36,59279,50,0
