time,open,high,low,close,tick_volume,spread,real_volume
2017-04-03 00:00:00,2362.01,2365.51,2362.01,2364.51,170,0,0
2017-04-03 01:00:00,2365.01,2365.27,2363.77,2363.77,66,0,0
2017-04-03 02:00:00,2364.27,2365.02,2360.52,2364.27,204,0,0
2017-04-03 03:00:00,2364.02,2365.52,2362.77,2364.27,225,0,0
2017-04-03 04:00:00,2364.02,2365.03,2363.53,2364.03,114,0,0
2017-04-03 05:00:00,2363.78,2364.53,2362.13,2362.38,50,0,0
2017-04-03 06:00:00,2362.13,2362.63,2361.63,2362.39,41,0,0
2017-04-03 07:00:00,2362.89,2363.89,2362.64,2363.39,62,0,0
2017-04-03 08:00:00,2363.89,2366.89,2363.39,2366.39,115,0,0
2017-04-03 09:00:00,2366.14,2366.14,2363.65,2364.15,159,0,0
2017-04-03 10:00:00,2363.9,2364.15,2362.9,2363.9,134,0,0
2017-04-03 11:00:00,2364.4,2366.15,2363.15,2365.65,111,0,0
2017-04-03 12:00:00,2365.4,2365.4,2362.41,2362.66,83,0,0
2017-04-03 13:00:00,2362.41,2362.91,2361.66,2361.91,75,0,0
2017-04-03 14:00:00,2361.66,2363.91,2361.41,2363.16,77,0,0
2017-04-03 15:00:00,2362.91,2365.17,2361.42,2361.92,814,0,0
2017-04-03 16:00:00,2362.42,2363.67,2350.67,2351.17,1308,0,0
2017-04-03 17:00:00,2350.92,2352.92,2345.93,2347.43,1409,0,0
2017-04-03 18:00:00,2347.18,2352.93,2343.43,2352.68,915,0,0
2017-04-03 19:00:00,2352.43,2354.18,2348.93,2351.68,727,0,0
2017-04-03 20:00:00,2352.18,2357.44,2349.18,2355.69,907,0,0
2017-04-03 21:00:00,2355.44,2359.94,2355.19,2358.19,830,0,0
2017-04-03 22:00:00,2358.69,2360.94,2357.69,2357.94,249,0,0
2017-04-04 00:00:00,2358.74,2358.95,2357.2,2358.2,107,0,0
2017-04-04 01:00:00,2357.95,2358.99,2357.7,2357.7,116,0,0
2017-04-04 02:00:00,2357.45,2357.95,2354.21,2356.21,200,0,0
2017-04-04 03:00:00,2356.71,2357.21,2355.21,2356.71,103,0,0
2017-04-04 04:00:00,2357.21,2357.5,2355.96,2355.97,93,0,0
2017-04-04 05:00:00,2355.72,2356.47,2354.47,2355.72,110,0,0
2017-04-04 06:00:00,2356.22,2356.47,2353.97,2355.22,130,0,0
2017-04-04 07:00:00,2355.72,2356.22,2353.98,2354.98,134,0,0
2017-04-04 08:00:00,2354.73,2354.73,2352.73,2353.48,200,0,0
2017-04-04 09:00:00,2353.98,2355.48,2350.98,2352.48,404,0,0
2017-04-04 10:00:00,2352.23,2353.99,2350.48,2352.24,167,0,0
2017-04-04 11:00:00,2351.99,2352.99,2350.99,2352.49,158,0,0
2017-04-04 12:00:00,2352.99,2355.24,2352.49,2354.49,134,0,0
2017-04-04 13:00:00,2354.99,2354.99,2349.0,2349.75,187,0,0
2017-04-04 14:00:00,2349.5,2351.75,2348.25,2351.5,203,0,0
2017-04-04 15:00:00,2352.0,2358.0,2351.5,2355.26,874,0,0
2017-04-04 16:00:00,2355.01,2356.26,2350.01,2353.26,1088,0,0
2017-04-04 17:00:00,2353.01,2359.76,2352.76,2357.76,764,0,0
2017-04-04 18:00:00,2357.51,2358.76,2354.77,2355.52,636,0,0
2017-04-04 19:00:00,2355.02,2358.02,2354.02,2357.27,402,0,0
2017-04-04 20:00:00,2357.77,2360.27,2356.77,2357.02,460,0,0
2017-04-04 21:00:00,2356.77,2360.53,2355.52,2359.53,648,0,0
2017-04-04 22:00:00,2360.03,2362.28,2359.53,2361.78,115,0,0
2017-04-05 00:00:00,2363.32,2363.32,2362.03,2362.04,126,0,0
2017-04-05 01:00:00,2362.29,2362.54,2362.04,2362.04,86,0,0
2017-04-05 02:00:00,2361.79,2362.29,2360.54,2360.79,91,0,0
2017-04-05 03:00:00,2361.29,2362.05,2359.55,2360.55,155,0,0
2017-04-05 04:00:00,2360.05,2360.55,2359.05,2359.05,81,0,0
2017-04-05 05:00:00,2358.8,2359.3,2356.3,2357.06,91,0,0
2017-04-05 06:00:00,2356.81,2358.31,2356.31,2357.81,52,0,0
2017-04-05 07:00:00,2357.56,2358.56,2356.56,2358.31,82,0,0
2017-04-05 08:00:00,2358.06,2359.06,2356.57,2357.32,108,0,0
2017-04-05 09:00:00,2357.07,2359.07,2356.07,2356.82,218,0,0
2017-04-05 10:00:00,2356.57,2358.32,2356.07,2357.57,138,0,0
2017-04-05 11:00:00,2358.07,2360.83,2357.57,2358.83,96,0,0
2017-04-05 12:00:00,2359.33,2359.83,2358.33,2358.83,68,0,0
2017-04-05 13:00:00,2358.58,2361.33,2356.83,2360.33,131,0,0
2017-04-05 14:00:00,2360.08,2366.34,2359.83,2365.59,327,0,0
2017-04-05 15:00:00,2365.34,2373.84,2364.59,2373.34,673,0,0
2017-04-05 16:00:00,2372.34,2378.59,2371.59,2375.6,1023,0,0
2017-04-05 17:00:00,2376.1,2376.6,2368.6,2372.1,880,0,0
2017-04-05 18:00:00,2372.6,2376.85,2371.6,2375.35,542,0,0
2017-04-05 19:00:00,2375.85,2378.35,2375.6,2376.86,386,0,0
2017-04-05 20:00:00,2376.61,2376.61,2364.61,2365.86,1601,0,0
2017-04-05 21:00:00,2365.36,2368.11,2349.86,2352.11,2334,0,0
2017-04-05 22:00:00,2351.86,2353.36,2347.08,2348.58,475,0,0
2017-04-06 00:00:00,2349.08,2350.83,2347.08,2350.08,205,0,0
2017-04-06 01:00:00,2350.58,2351.09,2347.34,2347.34,157,0,0
2017-04-06 02:00:00,2347.09,2348.09,2344.09,2345.84,254,0,0
2017-04-06 03:00:00,2345.59,2346.84,2343.84,2345.85,110,0,0
2017-04-06 04:00:00,2345.6,2346.1,2341.35,2343.6,261,0,0
2017-04-06 05:00:00,2343.35,2346.1,2342.85,2345.6,217,0,0
